x,y,freq,amp
0,8.000000000000004,2,5
0.004002668445630421,7.918436230296437,2,5
0.008005336891260841,7.8214948941440605,2,5
0.012008005336891262,7.709212127389188,2,5
0.016010673782521682,7.581662791263594,2,5
0.020013342228152105,7.4389606742463155,2,5
0.024016010673782524,7.281258589137528,2,5
0.028018679119412943,7.1087483641962335,2,5
0.032021347565043365,6.921660727489491,2,5
0.03602401601067379,6.72026508390222,2,5
0.04002668445630421,6.504869184560794,2,5
0.044029352901934625,6.275818688730961,2,5
0.04803202134756505,6.033496618559651,2,5
0.05203468979319547,5.778322707340104,2,5
0.056037358238825885,5.5107526422896145,2,5
0.06004002668445631,5.231277203138108,2,5
0.06404269513008673,4.940421298133034,2,5
0.06804536357571715,4.638742899370121,2,5
0.07204803202134757,4.32683187966046,2,5
0.076050700466978,4.005308753440005,2,5
0.08005336891260842,3.6748233245186603,2,5
0.08405603735823883,3.3360532437496837,2,5
0.08805870580386925,2.989702479977376,2,5
0.09206137424949967,2.6364997078896937,2,5
0.0960640426951301,2.277196616662119,2,5
0.10006671114076052,1.9125661435293253,2,5
0.10406937958639094,1.5434006366605242,2,5
0.10807204803202136,1.1705099519426425,2,5
0.11207471647765177,0.7947194884915947,2,5
0.11607738492328219,0.41686816791534276,2,5
0.12008005336891261,0.03780636254247509,2,5
0.12408272181454304,-0.34160622199399926,2,5
0.12808539026017346,-0.7205027042664399,2,5
0.13208805870580387,-1.098011218958526,2,5
0.1360907271514343,-1.473257137339319,2,5
0.1400933955970647,-1.8453653103626964,2,5
0.14409606404269515,-2.213462328351575,2,5
0.14809873248832556,-2.5766787911449747,2,5
0.152101400933956,-2.9341515825220235,2,5
0.1561040693795864,-3.2850261426704654,2,5
0.16010673782521684,-3.6284587324382276,2,5
0.16410940627084725,-3.963618683095616,2,5
0.16811207471647766,-4.2896906253423674,2,5
0.1721147431621081,-4.6058766913187235,2,5
0.1761174116077385,-4.911398683422389,2,5
0.18012008005336894,-5.2055002037939655,2,5
0.18412274849899934,-5.487448738411957,2,5
0.18812541694462978,-5.756537689834773,2,5
0.1921280853902602,-6.0120883527405615,2,5
0.1961307538358906,-6.253451826547066,2,5
0.20013342228152103,-6.480010859540768,2,5
0.20413609072715144,-6.691181619109697,2,5
0.20813875917278188,-6.886415382853994,2,5
0.2121414276184123,-7.06520014554474,2,5
0.21614409606404272,-7.227062137112841,2,5
0.22014676450967313,-7.371567247075244,2,5
0.22414943295530354,-7.498322351045859,2,5
0.22815210140093398,-7.606976535231535,2,5
0.23215476984656438,-7.697222215079181,2,5
0.23615743829219482,-7.768796144518089,2,5
0.24016010673782523,-7.821480312530165,2,5
0.24416277518345567,-7.8551027240801385,2,5
0.24816544362908607,-7.86953806274679,2,5
0.2521681120747165,-7.86470823271361,2,5
0.2561707805203469,-7.840582778102696,2,5
0.2601734489659773,-7.797179177967985,2,5
0.26417611741160774,-7.734563015602076,2,5
0.2681787858572382,-7.652848021154122,2,5
0.2721814543028686,-7.55219598690347,2,5
0.276184122748499,-7.432816554884185,2,5
0.2801867911941294,-7.294966876907799,2,5
0.2841894596397599,-7.138951147385001,2,5
0.2881921280853903,-6.965120009700748,2,5
0.2921947965310207,-6.773869837249319,2,5
0.2961974649766511,-6.565641890586667,2,5
0.3002001334222815,-6.340921352504845,2,5
0.304202801867912,-6.1002362431766395,2,5
0.3082054703135424,-5.84415621785731,2,5
0.3122081387591728,-5.573291249962696,2,5
0.3162108072048032,-5.2882902026686605,2,5
0.3202134756504337,-4.989839292494521,2,5
0.3242161440960641,-4.678660448642165,2,5
0.3282188125416945,-4.355509572161528,2,5
0.3322214809873249,-4.021174699302027,2,5
0.3362241494329553,-3.6764740736865784,2,5
0.3402268178785858,-3.3222541322096997,2,5
0.3442294863242162,-2.9593874098134547,2,5
0.3482321547698466,-2.5887703685325794,2,5
0.352234823215477,-2.2113211564244857,2,5
0.3562374916611074,-1.8279773022076968,2,5
0.3602401601067379,-1.4396933516254888,2,5
0.3642428285523683,-1.0474384517276678,2,5
0.3682454969979987,-0.6521938894229404,2,5
0.3722481654436291,-0.2549505907966127,2,5
0.37625083388925956,0.1432934121874536,2,5
0.38025350233488997,0.5415355408754197,2,5
0.3842561707805204,0.9387712481898585,2,5
0.3882588392261508,1.3339966090922732,2,5
0.3922615076717812,1.726210916310232,2,5
0.39626417611741166,2.114419274367226,2,5
0.40026684456304207,2.4976351849415694,2,5
0.4042695130086725,2.8748831165894138,2,5
0.4082721814543029,3.245201051893618,2,5
0.41227484989993335,3.607643005147555,2,5
0.41627751834556376,3.9612815037488556,2,5
0.42028018679119417,4.305210026562842,2,5
0.4242828552368246,4.638545392619713,2,5
0.428285523682455,4.9604300936317935,2,5
0.43228819212808545,5.270034563957961,2,5
0.43629086057371586,5.566559381801149,2,5
0.44029352901934626,5.8492373956006745,2,5
0.44429619746497667,6.11733576977444,2,5
0.4482988659106071,6.370157944175468,2,5
0.45230153435623754,6.607045501852659,2,5
0.45630420280186795,6.827379939946398,2,5
0.46030687124749836,7.030584338804879,2,5
0.46430953969312877,7.216124924676173,2,5
0.46831220813875923,7.3835125216134205,2,5
0.47231487658438964,7.532303888525347,2,5
0.47631754503002005,7.662102937610321,2,5
0.48032021347565046,7.7725618307294795,2,5
0.48432288192128087,7.863381950600859,2,5
0.48832555036691133,7.934314744032616,2,5
0.49232821881254174,7.985162434756753,2,5
0.49633088725817215,8.015778603775694,2,5
0.5003335557038026,8.026068635490825,2,5
0.504336224149433,8.015990028243865,2,5
0.5083388925950634,7.985552568267882,2,5
0.5123415610406938,7.9348183664136815,2,5
0.5163442294863243,7.863901757388164,2,5
0.5203468979319547,7.772969061613169,2,5
0.5243495663775851,7.662238210185093,2,5
0.5283522348232155,7.5319782337863685,2,5
0.5323549032688459,7.3825086167682175,2,5
0.5363575717144764,7.21419851798988,2,5
0.5403602401601068,7.027465860360328,2,5
0.5443629086057372,6.822776291384831,2,5
0.5483655770513676,6.600642017368402,2,5
0.552368245496998,6.361620514271024,2,5
0.5563709139426285,6.1063131185440325,2,5
0.5603735823882589,5.835363501602756,2,5
0.5643762508338893,5.549456031906126,2,5
0.5683789192795198,5.249314028918868,2,5
0.5723815877251501,4.935697913525196,2,5
0.5763842561707806,4.609403259743392,2,5
0.580386924616411,4.27125875285893,2,5
0.5843895930620414,3.9221240593465483,2,5
0.5883922615076719,3.5628876141912698,2,5
0.5923949299533022,3.1944643314419117,2,5
0.5963975983989327,2.817793244037948,2,5
0.600400266844563,2.433835079142662,2,5
0.6044029352901935,2.0435697753888262,2,5
0.608405603735824,1.6479939486008581,2,5
0.6124082721814543,1.2481183126955597,2,5
0.6164109406270848,0.8449650625845764,2,5
0.6204136090727151,0.4395652260039732,2,5
0.6244162775183456,0.032955991278735275,2,5
0.6284189459639761,-0.37382198190468274,2,5
0.6324216144096064,-0.7797272616008316,2,5
0.6364242828552369,-1.1837203454394978,2,5
0.6404269513008674,-1.5847663580422873,2,5
0.6444296197464977,-1.9818377368858124,2,5
0.6484322881921282,-2.3739168995075035,2,5
0.6524349566377585,-2.759998885002134,2,5
0.656437625083389,-3.1390939628281376,2,5
0.6604402935290195,-3.5102302020316243,2,5
0.6644429619746498,-3.8724559941049965,2,5
0.6684456304202803,-4.224842522822963,2,5
0.6724482988659106,-4.566486174543007,2,5
0.6764509673115411,-4.896510882619602,2,5
