x,y,freq,amp
0,13.999999999999998,3,8
0.004002668445630421,13.9067766817546,3,8
0.008005336891260841,13.753965533762637,3,8
0.012008005336891262,13.54137418496626,3,8
0.016010673782521682,13.269158345956932,3,8
0.020013342228152105,12.937824809481546,3,8
0.024016010673782524,12.548232174324545,3,8
0.028018679119412943,12.101589272323638,3,8
0.032021347565043365,11.599451294230557,3,8
0.03602401601067379,11.04371362615337,3,8
0.04002668445630421,10.436603424298646,3,8
0.044029352901934625,9.780668971551705,3,8
0.04803202134756505,9.078766874976123,3,8
0.05203468979319547,8.334047178467758,3,8
0.056037358238825885,7.5499364794504835,3,8
0.06004002668445631,6.730119152548367,3,8
0.06404269513008673,5.878516796506752,3,8
0.06804536357571715,4.999266033169258,3,8
0.07204803202134757,4.096694798957357,3,8
0.076050700466978,3.1752972799617134,3,8
0.08005336891260842,2.239707651363602,3,8
0.08405603735823883,1.2946727903929802,3,8
0.08805870580386925,0.34502413933727544,3,8
0.09206137424949967,-0.6043510988079372,3,8
0.0960640426951301,-1.5485392446513184,3,8
0.10006671114076052,-2.482629715785536,3,8
0.10406937958639094,-3.401744696165468,3,8
0.10807204803202136,-4.301068707581515,3,8
0.11207471647765177,-5.175877889831694,3,8
0.11607738492328219,-6.021568798039038,3,8
0.12008005336891261,-6.833686528720489,3,8
0.12408272181454304,-7.607951990666661,3,8
0.12808539026017346,-8.340288142400492,3,8
0.13208805870580387,-9.026845024904503,3,8
0.1360907271514343,-9.664023426388043,3,8
0.1400933955970647,-10.24849702504551,3,8
0.14409606404269515,-10.777232865967875,3,8
0.14809873248832556,-11.247510039535104,3,8
0.152101400933956,-11.6569364406565,3,8
0.1561040693795864,-12.00346350105111,3,8
0.16010673782521684,-12.285398800277969,3,8
0.16410940627084725,-12.501416475340923,3,8
0.16811207471647766,-12.650565363302436,3,8
0.1721147431621081,-12.73227482634348,3,8
0.1761174116077385,-12.746358223995308,3,8
0.18012008005336894,-12.69301401273891,3,8
0.18412274849899934,-12.57282446870915,3,8
0.18812541694462978,-12.386752044749038,3,8
0.1921280853902602,-12.136133388427423,3,8
0.1961307538358906,-11.822671062756385,3,8
0.20013342228152103,-11.448423026123406,3,8
0.20413609072715144,-11.015789942286384,3,8
0.20813875917278188,-10.527500405075227,3,8
0.2121414276184123,-9.986594175610584,3,8
0.21614409606404272,-9.396403542304064,3,8
0.22014676450967313,-8.760532925566226,3,8
0.22414943295530354,-8.082836859945017,3,8
0.22815210140093398,-7.3673964962837575,3,8
0.23215476984656438,-6.618494775362544,3,8
0.23615743829219482,-5.840590432320875,3,8
0.24016010673782523,-5.0382909979065955,3,8
0.24416277518345567,-4.216324968221042,3,8
0.24816544362908607,-3.379513319105111,3,8
0.2521681120747165,-2.53274054461418,3,8
0.2561707805203469,-1.6809254011516157,3,8
0.2601734489659773,-0.8289915397649805,3,8
0.26417611741160774,0.018161791137971842,3,8
0.2681787858572382,0.8556887918132887,3,8
0.2721814543028686,1.678825727671746,3,8
0.276184122748499,2.4829189416528874,3,8
0.2801867911941294,3.263452092675295,3,8
0.2841894596397599,4.016072456179871,3,8
0.2881921280853903,4.736616129604387,3,8
0.2921947965310207,5.4211319933939075,3,8
0.2961974649766511,6.065904286801974,3,8
0.3002001334222815,6.667473667208572,3,8
0.304202801867912,7.222656631902166,3,8
0.3082054703135424,7.728563192171933,3,8
0.3122081387591728,8.182612701055952,3,8
0.3162108072048032,8.58254774811117,3,8
0.3202134756504337,8.926446047030614,3,8
0.3242161440960641,9.21273025474724,3,8
0.3282188125416945,9.440175673748772,3,8
0.3322214809873249,9.607915802596828,3,8
0.3362241494329553,9.715445713012542,3,8
0.3402268178785858,9.7626232452735,3,8
0.3442294863242162,9.749668026980885,3,8
0.3482321547698466,9.67715833341735,3,8
0.352234823215477,9.546025820647577,3,8
0.3562374916611074,9.357548175135165,3,8
0.3602401601067379,9.113339735889134,3,8
0.3642428285523683,8.815340156939206,3,8
0.3682454969979987,8.465801189204468,3,8
0.3722481654436291,8.067271671503336,3,8
0.37625083388925956,7.622580830494812,3,8
0.38025350233488997,7.134819998689944,3,8
0.3842561707805204,6.607322868279246,3,8
0.3882588392261508,6.0436444063452575,3,8
0.3922615076717812,5.447538564030157,3,8
0.39626417611741166,4.822934918377627,3,8
0.40026684456304207,4.173914390837048,3,8
0.4042695130086725,3.5046841907887862,3,8
0.4082721814543029,2.8195521359059894,3,8
